Job,Education,Marital Status,Contact,Subscription,Call Duration
blue-collar,masters,married,unknown,no,0 hrs 7 mins 9 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 51 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 44 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 44 secs 
blue-collar,masters,married,unknown,yes,0 hrs 14 mins 18 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 27 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 37 secs 
blue-collar,masters,married,unknown,yes,0 hrs 10 mins 29 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 22 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 59 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 35 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 36 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 39 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 1 mins 8 secs 
blue-collar,unknown,married,unknown,no,0 hrs 1 mins 15 secs 
blue-collar,masters,single,unknown,no,0 hrs 3 mins 49 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 44 secs 
blue-collar,masters,single,unknown,no,0 hrs 7 mins 41 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 8 secs 
blue-collar,masters,married,unknown,no,0 hrs 9 mins 6 secs 
blue-collar,masters,married,unknown,,0 hrs 2 mins 48 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 9 secs 
blue-collar,masters,married,unknown,yes,0 hrs 12 mins 40 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 31 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 23 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 1 mins 31 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 2 mins 32 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 34 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 28 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 19 secs 
blue-collar,masters,divorced,unknown,no,0 hrs 3 mins 9 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 17 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 40 secs 
blue-collar,unknown,single,unknown,no,0 hrs 2 mins 23 secs 
blue-collar,masters,divorced,unknown,no,0 hrs 8 mins 5 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 57 secs 
blue-collar,unknown,married,unknown,no,0 hrs 4 mins 7 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 28 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 9 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 31 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 1 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 27 secs 
blue-collar,masters,single,unknown,no,0 hrs 6 mins 53 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 8 mins 41 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 45 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 5 mins 14 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 6 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 16 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 45 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 40 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 21 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 42 secs 
blue-collar,masters,married,unknown,no,0 hrs 6 mins 11 secs 
blue-collar,masters,divorced,unknown,no,0 hrs 5 mins 50 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 37 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 16 mins 17 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 50 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 16 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 22 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 0 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 24 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 48 secs 
blue-collar,masters,married,unknown,yes,0 hrs 15 mins 27 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 33 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 8 secs 
blue-collar,masters,single,unknown,no,0 hrs 10 mins 28 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 5 secs 
blue-collar,masters,married,unknown,no,0 hrs 12 mins 26 secs 
blue-collar,masters,married,unknown,no,0 hrs 11 mins 13 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 40 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 55 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 55 secs 
blue-collar,masters,single,unknown,no,0 hrs 6 mins 32 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 14 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 12 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 20 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 1 mins 25 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 55 secs 
blue-collar,masters,single,unknown,no,0 hrs 6 mins 0 secs 
blue-collar,masters,single,unknown,no,0 hrs 8 mins 34 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 5 mins 26 secs 
blue-collar,unknown,single,unknown,no,0 hrs 3 mins 52 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 7 mins 3 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 17 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 9 mins 14 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 54 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 17 secs 
blue-collar,masters,single,unknown,no,0 hrs 4 mins 42 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 5 mins 21 secs 
blue-collar,masters,single,unknown,no,0 hrs 6 mins 42 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 12 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 7 mins 29 secs 
blue-collar,bachelors,married,unknown,,0 hrs 6 mins 0 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 29 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 1 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 34 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 2 secs 
blue-collar,masters,single,unknown,no,0 hrs 2 mins 47 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 13 secs 
blue-collar,masters,married,unknown,no,0 hrs 9 mins 54 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 2 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 5 mins 3 secs 
blue-collar,masters,married,unknown,no,0 hrs 10 mins 36 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 41 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 40 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 54 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 6 mins 10 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 16 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 45 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 27 secs 
blue-collar,masters,married,unknown,no,0 hrs 18 mins 38 secs 
blue-collar,unknown,married,unknown,no,0 hrs 1 mins 16 secs 
blue-collar,unknown,married,unknown,no,0 hrs 1 mins 19 secs 
blue-collar,masters,divorced,unknown,yes,0 hrs 23 mins 43 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 19 secs 
blue-collar,masters,single,unknown,no,0 hrs 6 mins 54 secs 
blue-collar,bachelors,divorced,unknown,no,0 hrs 3 mins 47 secs 
blue-collar,bachelors,divorced,unknown,no,0 hrs 5 mins 49 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 38 secs 
blue-collar,masters,single,unknown,no,0 hrs 1 mins 43 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 44 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 59 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 19 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 5 mins 11 secs 
blue-collar,masters,married,unknown,no,0 hrs 7 mins 48 secs 
blue-collar,masters,married,unknown,yes,0 hrs 19 mins 22 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 1 mins 54 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 15 secs 
blue-collar,bachelors,divorced,unknown,yes,0 hrs 12 mins 35 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 6 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 17 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 1 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 55 secs 
blue-collar,bachelors,divorced,unknown,no,0 hrs 1 mins 52 secs 
blue-collar,masters,single,unknown,no,0 hrs 1 mins 44 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 33 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 55 secs 
blue-collar,masters,single,unknown,no,0 hrs 3 mins 0 secs 
blue-collar,masters,married,unknown,no,0 hrs 10 mins 44 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 6 mins 14 secs 
blue-collar,bachelors,divorced,unknown,no,0 hrs 0 mins 41 secs 
blue-collar,masters,single,unknown,no,0 hrs 9 mins 18 secs 
blue-collar,masters,married,unknown,no,0 hrs 7 mins 16 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 7 mins 43 secs 
blue-collar,masters,single,unknown,no,0 hrs 4 mins 25 secs 
blue-collar,unknown,married,unknown,no,0 hrs 3 mins 20 secs 
blue-collar,bachelors,divorced,unknown,no,0 hrs 2 mins 38 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 34 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 2 mins 40 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 36 secs 
blue-collar,masters,divorced,unknown,no,0 hrs 1 mins 49 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 1 mins 30 secs 
blue-collar,masters,divorced,unknown,no,0 hrs 4 mins 17 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 1 mins 34 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 45 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 47 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 1 mins 56 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 11 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 1 mins 17 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 20 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 22 secs 
blue-collar,bachelors,married,unknown,yes,0 hrs 11 mins 35 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 28 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 43 secs 
blue-collar,unknown,married,unknown,yes,0 hrs 8 mins 3 secs 
blue-collar,masters,married,unknown,no,0 hrs 16 mins 40 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 22 secs 
blue-collar,masters,single,unknown,no,0 hrs 4 mins 17 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 1 mins 33 secs 
blue-collar,unknown,married,unknown,no,0 hrs 19 mins 25 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 39 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 4 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 4 mins 51 secs 
blue-collar,masters,married,unknown,no,0 hrs 6 mins 57 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 11 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 41 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 1 mins 12 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 6 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 6 mins 42 secs 
blue-collar,masters,single,unknown,no,0 hrs 1 mins 8 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 2 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 51 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 56 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 24 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 57 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 23 secs 
blue-collar,masters,married,unknown,no,0 hrs 7 mins 32 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 1 mins 18 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 30 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 30 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 40 secs 
blue-collar,masters,single,unknown,no,0 hrs 1 mins 57 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 39 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 40 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 56 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 50 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 51 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 13 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 6 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 53 secs 
blue-collar,masters,married,unknown,no,0 hrs 15 mins 18 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 18 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 49 secs 
blue-collar,bachelors,divorced,unknown,no,0 hrs 3 mins 16 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 9 mins 30 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 9 mins 57 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 0 mins 43 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 44 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 39 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 34 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 8 mins 10 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 4 mins 46 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 1 mins 53 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 11 secs 
blue-collar,bachelors,divorced,unknown,no,0 hrs 3 mins 57 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 5 mins 34 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 6 mins 27 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 1 mins 35 secs 
blue-collar,masters,married,unknown,no,0 hrs 9 mins 21 secs 
blue-collar,unknown,married,unknown,no,0 hrs 7 mins 48 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 40 secs 
blue-collar,masters,single,unknown,no,0 hrs 3 mins 25 secs 
blue-collar,masters,single,unknown,no,0 hrs 3 mins 6 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 9 mins 4 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 7 mins 0 secs 
blue-collar,bachelors,married,unknown,yes,0 hrs 17 mins 32 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 46 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 20 mins 31 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 10 mins 19 secs 
blue-collar,masters,single,unknown,no,0 hrs 4 mins 58 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 21 secs 
blue-collar,masters,married,unknown,no,0 hrs 6 mins 41 secs 
blue-collar,masters,married,unknown,no,0 hrs 6 mins 44 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 1 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 7 mins 20 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 2 mins 52 secs 
blue-collar,unknown,married,unknown,no,0 hrs 5 mins 19 secs 
blue-collar,masters,married,unknown,no,0 hrs 17 mins 31 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 36 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 33 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 36 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 57 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 30 secs 
blue-collar,masters,divorced,unknown,no,0 hrs 9 mins 8 secs 
blue-collar,masters,single,unknown,no,0 hrs 4 mins 4 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 44 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 15 secs 
blue-collar,masters,married,unknown,yes,0 hrs 21 mins 3 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 7 mins 2 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 5 mins 1 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 27 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 8 mins 7 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 2 mins 9 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 17 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 4 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 1 mins 41 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 56 secs 
blue-collar,bachelors,divorced,unknown,no,0 hrs 4 mins 2 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 7 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 8 mins 13 secs 
blue-collar,masters,married,unknown,no,0 hrs 6 mins 21 secs 
blue-collar,masters,married,unknown,,0 hrs 1 mins 52 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 5 mins 9 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 7 mins 0 secs 
blue-collar,masters,married,unknown,no,0 hrs 6 mins 32 secs 
blue-collar,masters,married,unknown,no,0 hrs 14 mins 35 secs 
blue-collar,masters,married,unknown,no,0 hrs 0 mins 53 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 38 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 22 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 5 mins 2 secs 
blue-collar,masters,single,unknown,no,0 hrs 3 mins 34 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 30 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 5 mins 47 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 12 mins 14 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 2 mins 1 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 54 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 1 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 19 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 59 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 4 mins 57 secs 
blue-collar,unknown,married,unknown,no,0 hrs 8 mins 11 secs 
blue-collar,unknown,married,unknown,no,0 hrs 6 mins 17 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 30 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 36 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 28 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 43 secs 
blue-collar,masters,single,unknown,no,0 hrs 3 mins 34 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 26 secs 
blue-collar,bachelors,divorced,unknown,no,0 hrs 3 mins 26 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 59 secs 
blue-collar,masters,single,unknown,no,0 hrs 1 mins 51 secs 
blue-collar,unknown,married,unknown,no,0 hrs 0 mins 25 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 9 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 48 secs 
blue-collar,masters,married,unknown,yes,0 hrs 19 mins 3 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 27 secs 
blue-collar,bachelors,married,unknown,yes,0 hrs 8 mins 48 secs 
blue-collar,unknown,married,unknown,no,0 hrs 0 mins 37 secs 
blue-collar,bachelors,single,unknown,,0 hrs 0 mins 46 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 8 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 46 secs 
blue-collar,masters,married,unknown,yes,0 hrs 11 mins 28 secs 
blue-collar,unknown,single,unknown,no,0 hrs 1 mins 24 secs 
blue-collar,masters,divorced,unknown,no,0 hrs 4 mins 37 secs 
blue-collar,masters,divorced,unknown,no,0 hrs 2 mins 25 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 0 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 1 mins 36 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 24 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 45 secs 
blue-collar,masters,married,unknown,no,0 hrs 12 mins 34 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 12 secs 
blue-collar,masters,divorced,unknown,no,0 hrs 2 mins 16 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 17 secs 
blue-collar,masters,divorced,unknown,no,0 hrs 4 mins 28 secs 
blue-collar,masters,single,unknown,no,0 hrs 3 mins 37 secs 
blue-collar,masters,single,unknown,no,0 hrs 2 mins 2 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 10 mins 1 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 6 secs 
blue-collar,unknown,single,unknown,no,0 hrs 6 mins 50 secs 
blue-collar,masters,single,unknown,no,0 hrs 4 mins 25 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 52 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 4 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 5 mins 59 secs 
blue-collar,masters,single,unknown,no,0 hrs 2 mins 3 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 1 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 5 mins 26 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 3 mins 16 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 9 mins 36 secs 
blue-collar,masters,single,unknown,no,0 hrs 2 mins 41 secs 
blue-collar,masters,single,unknown,no,0 hrs 0 mins 33 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 50 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 22 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 6 mins 19 secs 
blue-collar,bachelors,married,unknown,yes,0 hrs 20 mins 30 secs 
blue-collar,masters,single,unknown,yes,0 hrs 12 mins 47 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 0 mins 42 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 50 secs 
blue-collar,bachelors,married,unknown,yes,0 hrs 14 mins 54 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 6 mins 50 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 1 secs 
blue-collar,unknown,single,unknown,no,0 hrs 3 mins 13 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 46 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 18 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 6 mins 16 secs 
blue-collar,unknown,divorced,unknown,no,0 hrs 2 mins 21 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 7 mins 55 secs 
blue-collar,masters,single,unknown,no,0 hrs 4 mins 47 secs 
blue-collar,masters,single,unknown,no,0 hrs 5 mins 29 secs 
blue-collar,masters,single,unknown,no,0 hrs 2 mins 12 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 9 mins 18 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 13 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 7 mins 8 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 2 mins 16 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 34 secs 
blue-collar,masters,married,unknown,no,0 hrs 3 mins 59 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 48 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 29 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 5 mins 15 secs 
blue-collar,Doctorate,married,unknown,no,0 hrs 11 mins 38 secs 
blue-collar,masters,married,unknown,no,0 hrs 1 mins 16 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 5 mins 55 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 8 secs 
blue-collar,masters,divorced,unknown,no,0 hrs 4 mins 43 secs 
blue-collar,masters,single,unknown,no,0 hrs 18 mins 48 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 51 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 1 mins 24 secs 
blue-collar,bachelors,divorced,unknown,no,0 hrs 3 mins 41 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 18 secs 
blue-collar,masters,single,unknown,no,0 hrs 5 mins 44 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 11 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 5 mins 12 secs 
blue-collar,masters,married,unknown,no,0 hrs 5 mins 2 secs 
blue-collar,masters,married,unknown,no,0 hrs 4 mins 52 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 7 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 23 mins 28 secs 
blue-collar,masters,single,unknown,no,0 hrs 13 mins 47 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 40 secs 
blue-collar,masters,single,unknown,no,0 hrs 4 mins 11 secs 
blue-collar,masters,single,unknown,no,0 hrs 1 mins 21 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 4 mins 8 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 9 mins 1 secs 
blue-collar,masters,married,unknown,no,0 hrs 7 mins 7 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 6 mins 48 secs 
blue-collar,masters,single,unknown,no,0 hrs 3 mins 56 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 7 mins 8 secs 
blue-collar,masters,divorced,unknown,no,0 hrs 0 mins 32 secs 
blue-collar,masters,married,unknown,no,0 hrs 14 mins 11 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 8 mins 42 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 5 mins 20 secs 
blue-collar,masters,married,unknown,no,0 hrs 2 mins 47 secs 
blue-collar,unknown,married,unknown,no,0 hrs 4 mins 20 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 2 mins 49 secs 
blue-collar,masters,married,unknown,no,0 hrs 7 mins 17 secs 
blue-collar,masters,married,unknown,no,0 hrs 20 mins 45 secs 
blue-collar,masters,single,unknown,no,0 hrs 8 mins 18 secs 
blue-collar,bachelors,married,unknown,no,0 hrs 3 mins 57 secs 
blue-collar,bachelors,single,unknown,no,0 hrs 3 mins 59 secs 
